"year_month","month_of_release","passenger_type","direction","sex","age","estimate","standard_error","status"
"2023-01","2024-05","Long-term migrant","Departures","Male","10-14 years",283,0,"Final"
"2023-02","2024-06","Long-term migrant","Departures","Male","10-14 years",151,0,"Final"
"2023-03","2024-07","Long-term migrant","Departures","Male","10-14 years",141,0,"Final"
"2023-04","2024-08","Long-term migrant","Departures","Male","10-14 years",140,0,"Final"
"2023-05","2024-09","Long-term migrant","Departures","Male","10-14 years",129,0,"Final"
"2023-06","2024-10","Long-term migrant","Departures","Male","10-14 years",150,0,"Final"
"2023-07","2024-11","Long-term migrant","Departures","Male","10-14 years",206,0,"Final"
"2023-08","2024-12","Long-term migrant","Departures","Male","10-14 years",138,0,"Final"
"2023-09","2025-01","Long-term migrant","Departures","Male","10-14 years",190,0,"Final"
"2023-10","2025-01","Long-term migrant","Departures","Male","10-14 years",148,0,"Provisional"
"2023-11","2025-01","Long-term migrant","Departures","Male","10-14 years",190,1,"Provisional"
"2023-12","2025-01","Long-term migrant","Departures","Male","10-14 years",410,2,"Provisional"
"2024-01","2025-01","Long-term migrant","Departures","Male","10-14 years",367,4,"Provisional"
"2024-02","2025-01","Long-term migrant","Departures","Male","10-14 years",137,2,"Provisional"
"2024-03","2025-01","Long-term migrant","Departures","Male","10-14 years",145,4,"Provisional"
"2024-04","2025-01","Long-term migrant","Departures","Male","10-14 years",202,7,"Provisional"
"2024-05","2025-01","Long-term migrant","Departures","Male","10-14 years",144,5,"Provisional"
"2024-06","2025-01","Long-term migrant","Departures","Male","10-14 years",174,6,"Provisional"
"2024-07","2025-01","Long-term migrant","Departures","Male","10-14 years",249,8,"Provisional"
"2024-08","2025-01","Long-term migrant","Departures","Male","10-14 years",155,7,"Provisional"
"2024-09","2025-01","Long-term migrant","Departures","Male","10-14 years",198,10,"Provisional"
"2024-10","2025-01","Long-term migrant","Departures","Male","10-14 years",145,9,"Provisional"
"2024-11","2025-01","Long-term migrant","Departures","Male","10-14 years",175,13,"Provisional"
"2024-12","2025-01","Long-term migrant","Departures","Male","10-14 years",411,23,"Provisional"
"2025-01","2025-01","Long-term migrant","Departures","Male","10-14 years",275,21,"Provisional"
"2001-01","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",794,0,"Final"
"2001-02","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",521,0,"Final"
"2001-03","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",251,0,"Final"
"2001-04","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",315,0,"Final"
"2001-05","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",290,0,"Final"
"2001-06","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",276,0,"Final"
"2001-07","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",280,0,"Final"
"2001-08","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",237,0,"Final"
"2001-09","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",316,0,"Final"
"2001-10","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",183,0,"Final"
"2001-11","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",223,0,"Final"
"2001-12","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",637,0,"Final"
"2002-01","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",447,0,"Final"
"2002-02","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",228,0,"Final"
"2002-03","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",244,0,"Final"
"2002-04","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",255,0,"Final"
"2002-05","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",204,0,"Final"
"2002-06","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",274,0,"Final"
"2002-07","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",287,0,"Final"
"2002-08","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",259,0,"Final"
"2002-09","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",316,0,"Final"
"2002-10","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",194,0,"Final"
"2002-11","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",245,0,"Final"
"2002-12","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",811,0,"Final"
"2003-01","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",526,0,"Final"
"2003-02","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",220,0,"Final"
"2003-03","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",222,0,"Final"
"2003-04","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",260,0,"Final"
"2003-05","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",194,0,"Final"
"2003-06","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",235,0,"Final"
"2003-07","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",458,0,"Final"
"2003-08","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",263,0,"Final"
"2003-09","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",388,0,"Final"
"2003-10","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",238,0,"Final"
"2003-11","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",316,0,"Final"
"2003-12","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",1150,0,"Final"
"2004-01","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",610,0,"Final"
"2004-02","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",271,0,"Final"
"2004-03","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",204,0,"Final"
"2004-04","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",278,0,"Final"
"2004-05","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",232,0,"Final"
"2004-06","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",342,0,"Final"
"2004-07","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",559,0,"Final"
"2004-08","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",275,0,"Final"
"2004-09","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",455,0,"Final"
"2004-10","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",263,0,"Final"
"2004-11","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",354,0,"Final"
"2004-12","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",1404,0,"Final"
"2005-01","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",631,0,"Final"
"2005-02","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",348,0,"Final"
"2005-03","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",262,0,"Final"
"2005-04","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",403,0,"Final"
"2005-05","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",261,0,"Final"
"2005-06","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",339,0,"Final"
"2005-07","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",559,0,"Final"
"2005-08","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",269,0,"Final"
"2005-09","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",424,0,"Final"
"2005-10","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",325,0,"Final"
"2005-11","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",338,0,"Final"
"2005-12","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",1141,0,"Final"
"2006-01","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",603,0,"Final"
"2006-02","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",315,0,"Final"
"2006-03","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",216,0,"Final"
"2006-04","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",368,0,"Final"
"2006-05","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",245,0,"Final"
"2006-06","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",310,0,"Final"
"2006-07","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",482,0,"Final"
"2006-08","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",301,0,"Final"
"2006-09","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",434,0,"Final"
"2006-10","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",314,0,"Final"
"2006-11","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",301,0,"Final"
"2006-12","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",967,0,"Final"
"2007-01","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",692,0,"Final"
"2007-02","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",378,0,"Final"
"2007-03","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",292,0,"Final"
"2007-04","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",321,0,"Final"
"2007-05","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",304,0,"Final"
"2007-06","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",416,0,"Final"
"2007-07","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",482,0,"Final"
"2007-08","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",344,0,"Final"
"2007-09","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",492,0,"Final"
"2007-10","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",334,0,"Final"
"2007-11","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",398,0,"Final"
"2007-12","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",1167,0,"Final"
"2008-01","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",791,0,"Final"
"2008-02","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",453,0,"Final"
"2008-03","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",331,0,"Final"
"2008-04","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",400,0,"Final"
"2008-05","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",329,0,"Final"
"2008-06","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",382,0,"Final"
"2008-07","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",534,0,"Final"
"2008-08","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",337,0,"Final"
"2008-09","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",452,0,"Final"
"2008-10","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",370,0,"Final"
"2008-11","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",432,0,"Final"
"2008-12","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",1178,0,"Final"
"2009-01","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",733,0,"Final"
"2009-02","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",294,0,"Final"
"2009-03","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",259,0,"Final"
"2009-04","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",317,0,"Final"
"2009-05","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",236,0,"Final"
"2009-06","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",255,0,"Final"
"2009-07","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",444,0,"Final"
"2009-08","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",240,0,"Final"
"2009-09","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",342,0,"Final"
"2009-10","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",261,0,"Final"
"2009-11","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",276,0,"Final"
"2009-12","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",804,0,"Final"
"2010-01","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",590,0,"Final"
"2010-02","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",308,0,"Final"
"2010-03","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",262,0,"Final"
"2010-04","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",275,0,"Final"
"2010-05","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",255,0,"Final"
"2010-06","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",276,0,"Final"
"2010-07","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",439,0,"Final"
"2010-08","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",333,0,"Final"
"2010-09","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",405,0,"Final"
"2010-10","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",314,0,"Final"
"2010-11","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",297,0,"Final"
"2010-12","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",1006,0,"Final"
"2011-01","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",679,0,"Final"
"2011-02","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",335,0,"Final"
"2011-03","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",396,0,"Final"
"2011-04","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",464,0,"Final"
"2011-05","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",322,0,"Final"
"2011-06","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",309,0,"Final"
"2011-07","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",580,0,"Final"
"2011-08","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",364,0,"Final"
"2011-09","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",358,0,"Final"
"2011-10","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",440,0,"Final"
"2011-11","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",345,0,"Final"
"2011-12","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",1019,0,"Final"
"2012-01","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",668,0,"Final"
"2012-02","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",390,0,"Final"
"2012-03","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",289,0,"Final"
"2012-04","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",350,0,"Final"
"2012-05","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",311,0,"Final"
"2012-06","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",424,0,"Final"
"2012-07","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",478,0,"Final"
"2012-08","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",330,0,"Final"
"2012-09","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",393,0,"Final"
"2012-10","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",377,0,"Final"
"2012-11","2020-09","Long-term migrant","Departures","TOTAL","10-14 years",352,0,"Final"
